Date,City,Category,Product,Quantity,UnitPrice,Sales,PaymentMethod
2025-04-12,Bengaluru,Cold Drinks,Iced Tea,3,140,420,Card
2025-03-09,Hyderabad,Coffee,Espresso,1,120,120,Card
2025-09-22,Pune,Coffee,Espresso,1,120,120,UPI
2025-02-20,Hyderabad,Coffee,Espresso,3,120,360,Card
2025-11-27,Pune,Bakery,Cookie,3,60,180,Cash
2025-03-27,Bengaluru,Tea,Lemon Tea,1,90,90,Card
2025-12-09,Mumbai,Bakery,Muffin,1,120,120,Card
2025-02-01,Hyderabad,Snacks,Sandwich,3,180,540,UPI
2025-01-05,Hyderabad,Coffee,Espresso,1,120,120,Card
2025-03-21,Pune,Bakery,Croissant,2,150,300,Card
2025-08-31,Hyderabad,Tea,Lemon Tea,2,90,180,Cash
2025-01-29,Mumbai,Snacks,Fries,3,120,360,Card
2025-01-22,Pune,Snacks,Fries,3,120,360,UPI
2025-04-01,Mumbai,Bakery,Muffin,3,120,360,Card
2025-12-05,Bengaluru,Coffee,Espresso,2,120,240,Card
2025-09-19,Pune,Coffee,Espresso,2,120,240,UPI
2025-12-22,Bengaluru,Coffee,Latte,2,200,400,UPI
2025-08-22,Pune,Coffee,Espresso,3,120,360,UPI
2025-08-25,Delhi,Bakery,Cookie,1,60,60,Cash
2025-06-13,Pune,Snacks,Samosa,1,40,40,Card
2025-12-10,Hyderabad,Cold Drinks,Iced Tea,1,140,140,UPI
2025-04-25,Pune,Coffee,Cold Brew,1,220,220,UPI
2025-02-13,Hyderabad,Tea,Masala Chai,3,80,240,Card
2025-07-26,Bengaluru,Snacks,Samosa,3,40,120,Cash
2025-04-02,Hyderabad,Coffee,Latte,1,200,200,Cash
2025-05-09,Delhi,Tea,Lemon Tea,3,90,270,Card
2025-07-16,Hyderabad,Bakery,Muffin,2,120,240,Card
2025-03-17,Mumbai,Coffee,Cold Brew,3,220,660,Card
2025-01-17,Hyderabad,Coffee,Cold Brew,1,220,220,Cash
2025-10-02,Pune,Coffee,Cold Brew,2,220,440,UPI
2025-05-23,Mumbai,Bakery,Cookie,2,60,120,Card
2025-05-18,Pune,Coffee,Cappuccino,3,180,540,UPI
2025-02-19,Bengaluru,Coffee,Cold Brew,2,220,440,Cash
2025-09-28,Hyderabad,Coffee,Cold Brew,1,220,220,Cash
2025-02-28,Delhi,Bakery,Croissant,2,150,300,Card
2025-12-26,Delhi,Bakery,Croissant,1,150,150,Card
2025-02-22,Mumbai,Coffee,Cappuccino,2,180,360,Card
2025-09-19,Mumbai,Coffee,Cold Brew,1,220,220,Card
2025-10-24,Hyderabad,Coffee,Cappuccino,2,180,360,UPI
2025-11-30,Bengaluru,Tea,Lemon Tea,1,90,90,UPI
2025-11-12,Pune,Coffee,Latte,2,200,400,Card
2025-08-06,Delhi,Coffee,Latte,3,200,600,UPI
2025-02-09,Delhi,Snacks,Fries,3,120,360,Cash
2025-09-15,Delhi,Bakery,Croissant,3,150,450,UPI
2025-08-19,Pune,Coffee,Cappuccino,2,180,360,UPI
2025-06-30,Mumbai,Coffee,Cappuccino,3,180,540,UPI
2025-04-25,Pune,Coffee,Cold Brew,1,220,220,UPI
2025-07-12,Pune,Coffee,Cappuccino,3,180,540,UPI
2025-03-31,Pune,Cold Drinks,Smoothie,1,250,250,UPI
2025-07-11,Bengaluru,Tea,Green Tea,1,100,100,Card
2025-07-30,Delhi,Coffee,Espresso,1,120,120,Cash
2025-07-13,Bengaluru,Coffee,Espresso,1,120,120,UPI
2025-10-30,Delhi,Tea,Lemon Tea,1,90,90,UPI
2025-02-12,Hyderabad,Coffee,Espresso,1,120,120,UPI
2025-02-11,Mumbai,Bakery,Muffin,1,120,120,UPI
2025-09-14,Delhi,Coffee,Latte,3,200,600,UPI
2025-03-26,Delhi,Tea,Masala Chai,3,80,240,UPI
2025-06-01,Pune,Snacks,Samosa,1,40,40,UPI
2025-07-15,Hyderabad,Coffee,Cappuccino,1,180,180,UPI
2025-03-03,Hyderabad,Snacks,Sandwich,3,180,540,Card
2025-04-12,Delhi,Snacks,Sandwich,2,180,360,Cash
2025-05-09,Hyderabad,Bakery,Muffin,3,120,360,UPI
2025-11-19,Mumbai,Coffee,Latte,3,200,600,Cash
2025-01-29,Hyderabad,Coffee,Cold Brew,1,220,220,UPI
2025-05-12,Mumbai,Coffee,Latte,1,200,200,Card
2025-06-02,Hyderabad,Coffee,Cappuccino,1,180,180,UPI
2025-10-14,Delhi,Bakery,Muffin,2,120,240,Cash
2025-11-18,Mumbai,Coffee,Cappuccino,3,180,540,Card
2025-08-24,Pune,Coffee,Cappuccino,1,180,180,UPI
2025-03-20,Pune,Bakery,Muffin,2,120,240,UPI
2025-06-12,Pune,Coffee,Espresso,2,120,240,Card
2025-07-01,Pune,Cold Drinks,Cola,2,90,180,UPI
2025-07-25,Pune,Tea,Green Tea,1,100,100,UPI
2025-02-09,Pune,Cold Drinks,Smoothie,2,250,500,UPI
2025-07-04,Hyderabad,Snacks,Fries,2,120,240,Card
2025-10-03,Pune,Cold Drinks,Iced Tea,2,140,280,UPI
2025-03-12,Hyderabad,Cold Drinks,Smoothie,3,250,750,UPI
2025-10-25,Bengaluru,Bakery,Muffin,3,120,360,UPI
2025-11-19,Hyderabad,Coffee,Espresso,3,120,360,UPI
2025-12-31,Bengaluru,Cold Drinks,Iced Tea,1,140,140,UPI
2025-09-27,Bengaluru,Coffee,Espresso,1,120,120,UPI
2025-08-06,Delhi,Coffee,Espresso,3,120,360,Cash
2025-03-15,Delhi,Coffee,Cappuccino,3,180,540,UPI
2025-11-18,Mumbai,Tea,Lemon Tea,2,90,180,UPI
2025-02-26,Delhi,Bakery,Muffin,2,120,240,UPI
2025-08-01,Delhi,Coffee,Latte,1,200,200,Card
2025-04-16,Delhi,Tea,Green Tea,3,100,300,Card
2025-10-03,Hyderabad,Coffee,Latte,3,200,600,UPI
2025-09-07,Pune,Tea,Lemon Tea,2,90,180,Card
2025-02-22,Hyderabad,Snacks,Samosa,3,40,120,UPI
2025-05-23,Delhi,Cold Drinks,Smoothie,1,250,250,UPI
2025-06-20,Pune,Coffee,Cappuccino,1,180,180,UPI
2025-03-21,Mumbai,Coffee,Cold Brew,2,220,440,Card
2025-03-28,Delhi,Bakery,Cookie,1,60,60,UPI
2025-08-24,Pune,Coffee,Latte,3,200,600,UPI
2025-02-26,Hyderabad,Bakery,Cookie,1,60,60,UPI
2025-11-27,Delhi,Coffee,Espresso,1,120,120,UPI
2025-10-30,Mumbai,Tea,Masala Chai,1,80,80,UPI
2025-07-04,Delhi,Bakery,Muffin,1,120,120,Cash
2025-11-30,Delhi,Snacks,Samosa,1,40,40,UPI
2025-10-05,Bengaluru,Snacks,Samosa,2,40,80,Card
2025-07-02,Hyderabad,Coffee,Latte,2,200,400,UPI
2025-04-11,Delhi,Cold Drinks,Smoothie,1,250,250,Cash
2025-09-12,Delhi,Coffee,Latte,3,200,600,UPI
2025-10-19,Hyderabad,Tea,Lemon Tea,2,90,180,UPI
2025-06-02,Mumbai,Cold Drinks,Cola,2,90,180,UPI
2025-05-24,Hyderabad,Snacks,Sandwich,1,180,180,Cash
2025-09-05,Bengaluru,Bakery,Muffin,1,120,120,UPI
2025-01-01,Delhi,Bakery,Cookie,2,60,120,Card
2025-09-19,Pune,Coffee,Latte,1,200,200,Card
2025-03-15,Delhi,Coffee,Cold Brew,2,220,440,Card
2025-11-21,Pune,Snacks,Sandwich,3,180,540,UPI
2025-04-28,Pune,Bakery,Muffin,1,120,120,Cash
2025-11-05,Mumbai,Bakery,Muffin,3,120,360,Cash
2025-04-09,Hyderabad,Snacks,Sandwich,1,180,180,UPI
2025-03-01,Bengaluru,Tea,Green Tea,2,100,200,UPI
2025-03-06,Mumbai,Tea,Lemon Tea,2,90,180,Card
2025-10-14,Delhi,Cold Drinks,Smoothie,3,250,750,UPI
2025-06-30,Mumbai,Coffee,Cappuccino,1,180,180,UPI
2025-09-14,Mumbai,Coffee,Cappuccino,2,180,360,UPI
2025-06-27,Pune,Tea,Lemon Tea,1,90,90,UPI
2025-06-06,Mumbai,Coffee,Latte,2,200,400,UPI
2025-09-24,Bengaluru,Bakery,Muffin,2,120,240,Card
2025-06-15,Delhi,Tea,Masala Chai,1,80,80,UPI
2025-03-10,Delhi,Coffee,Espresso,3,120,360,UPI
2025-10-02,Mumbai,Coffee,Cold Brew,3,220,660,Card
2025-11-09,Delhi,Coffee,Cappuccino,2,180,360,Card
2025-12-18,Mumbai,Bakery,Cookie,3,60,180,UPI
2025-08-16,Bengaluru,Bakery,Croissant,1,150,150,UPI
2025-04-12,Delhi,Snacks,Samosa,1,40,40,UPI
2025-07-18,Delhi,Snacks,Fries,1,120,120,Card
2025-12-15,Bengaluru,Tea,Green Tea,1,100,100,Card
2025-09-15,Mumbai,Bakery,Cookie,1,60,60,UPI
2025-01-12,Bengaluru,Coffee,Latte,1,200,200,UPI
2025-11-13,Delhi,Tea,Green Tea,3,100,300,UPI
2025-06-20,Delhi,Bakery,Croissant,3,150,450,Card
2025-12-21,Bengaluru,Tea,Lemon Tea,1,90,90,Card
2025-09-08,Bengaluru,Tea,Masala Chai,1,80,80,Cash
2025-03-11,Bengaluru,Bakery,Muffin,3,120,360,UPI
2025-09-01,Delhi,Coffee,Espresso,1,120,120,UPI
2025-11-07,Bengaluru,Bakery,Croissant,1,150,150,UPI
2025-09-04,Bengaluru,Cold Drinks,Smoothie,2,250,500,UPI
2025-07-26,Delhi,Cold Drinks,Smoothie,2,250,500,UPI
2025-11-25,Mumbai,Tea,Lemon Tea,3,90,270,Card
2025-11-16,Delhi,Snacks,Fries,1,120,120,UPI
2025-06-18,Hyderabad,Snacks,Sandwich,1,180,180,UPI
2025-10-21,Bengaluru,Tea,Green Tea,1,100,100,Card
2025-10-01,Hyderabad,Coffee,Cappuccino,3,180,540,UPI
2025-11-24,Delhi,Coffee,Cappuccino,2,180,360,UPI
2025-07-25,Bengaluru,Tea,Lemon Tea,1,90,90,UPI
2025-04-26,Bengaluru,Coffee,Espresso,3,120,360,Cash
2025-11-19,Bengaluru,Cold Drinks,Cola,2,90,180,UPI
2025-07-20,Bengaluru,Snacks,Sandwich,1,180,180,UPI
2025-10-17,Hyderabad,Bakery,Croissant,3,150,450,UPI
2025-09-30,Mumbai,Coffee,Latte,1,200,200,Card
2025-09-03,Pune,Coffee,Cappuccino,2,180,360,UPI
2025-12-29,Bengaluru,Bakery,Cookie,3,60,180,UPI
2025-10-16,Hyderabad,Snacks,Fries,1,120,120,Cash
2025-01-10,Hyderabad,Bakery,Muffin,1,120,120,UPI
2025-11-11,Bengaluru,Snacks,Samosa,3,40,120,UPI
2025-07-01,Delhi,Coffee,Latte,3,200,600,Card
2025-12-11,Pune,Bakery,Muffin,1,120,120,UPI
2025-10-11,Delhi,Snacks,Sandwich,2,180,360,UPI
2025-02-13,Mumbai,Coffee,Cappuccino,1,180,180,UPI
2025-06-05,Mumbai,Tea,Green Tea,3,100,300,Cash
2025-01-19,Bengaluru,Tea,Lemon Tea,3,90,270,UPI
2025-01-28,Delhi,Coffee,Cold Brew,2,220,440,UPI
2025-07-04,Pune,Coffee,Latte,2,200,400,Card
2025-03-26,Mumbai,Snacks,Fries,1,120,120,UPI
2025-12-14,Hyderabad,Tea,Green Tea,3,100,300,UPI
2025-02-28,Bengaluru,Bakery,Muffin,2,120,240,Cash
2025-01-22,Mumbai,Coffee,Cold Brew,3,220,660,UPI
2025-01-28,Bengaluru,Coffee,Cold Brew,3,220,660,UPI
2025-12-07,Delhi,Cold Drinks,Cola,2,90,180,Card
2025-05-28,Pune,Coffee,Cold Brew,3,220,660,Card
2025-09-21,Mumbai,Coffee,Latte,1,200,200,UPI
2025-05-06,Hyderabad,Tea,Masala Chai,1,80,80,Cash
2025-10-21,Delhi,Tea,Green Tea,1,100,100,UPI
2025-12-28,Pune,Bakery,Cookie,2,60,120,Card
2025-07-07,Delhi,Bakery,Muffin,1,120,120,UPI
2025-03-08,Bengaluru,Cold Drinks,Smoothie,1,250,250,UPI
2025-03-26,Delhi,Tea,Green Tea,3,100,300,UPI
2025-10-24,Bengaluru,Coffee,Latte,2,200,400,UPI
2025-02-08,Delhi,Bakery,Croissant,1,150,150,Card
2025-02-14,Bengaluru,Tea,Masala Chai,3,80,240,Cash
2025-01-03,Delhi,Snacks,Fries,1,120,120,UPI
2025-04-24,Delhi,Tea,Masala Chai,3,80,240,UPI
2025-10-10,Bengaluru,Bakery,Cookie,1,60,60,Cash
2025-07-07,Mumbai,Coffee,Cappuccino,1,180,180,UPI
2025-09-16,Hyderabad,Coffee,Cappuccino,1,180,180,Card
2025-12-20,Hyderabad,Coffee,Cold Brew,2,220,440,UPI
2025-01-24,Bengaluru,Coffee,Cappuccino,1,180,180,Cash
2025-10-23,Bengaluru,Bakery,Muffin,3,120,360,UPI
2025-11-15,Delhi,Coffee,Espresso,1,120,120,UPI
2025-03-20,Pune,Coffee,Latte,1,200,200,Card
2025-11-13,Delhi,Tea,Green Tea,1,100,100,UPI
2025-12-20,Hyderabad,Coffee,Cold Brew,1,220,220,Card
2025-02-20,Mumbai,Snacks,Fries,1,120,120,UPI
2025-03-09,Delhi,Tea,Masala Chai,3,80,240,UPI
2025-04-16,Delhi,Cold Drinks,Smoothie,1,250,250,UPI
2025-07-29,Delhi,Tea,Green Tea,2,100,200,Card
2025-09-23,Hyderabad,Snacks,Samosa,2,40,80,Cash
2025-06-28,Hyderabad,Coffee,Latte,1,200,200,UPI
2025-04-19,Mumbai,Coffee,Latte,3,200,600,Card
2025-08-15,Hyderabad,Coffee,Cappuccino,2,180,360,UPI
2025-05-03,Pune,Coffee,Latte,1,200,200,Card
2025-06-17,Bengaluru,Cold Drinks,Smoothie,2,250,500,UPI
2025-08-08,Bengaluru,Coffee,Cappuccino,2,180,360,UPI
2025-07-01,Bengaluru,Tea,Masala Chai,1,80,80,Card
2025-03-11,Hyderabad,Bakery,Croissant,3,150,450,Card
2025-10-05,Mumbai,Tea,Green Tea,1,100,100,UPI
2025-10-10,Mumbai,Coffee,Cold Brew,1,220,220,UPI
2025-03-18,Hyderabad,Coffee,Latte,1,200,200,UPI
2025-08-09,Mumbai,Bakery,Muffin,1,120,120,Card
2025-01-02,Bengaluru,Tea,Lemon Tea,3,90,270,UPI
2025-01-18,Delhi,Tea,Green Tea,1,100,100,UPI
2025-11-30,Pune,Coffee,Latte,3,200,600,UPI
2025-09-17,Pune,Coffee,Latte,2,200,400,UPI
2025-01-20,Hyderabad,Coffee,Cold Brew,2,220,440,UPI
2025-01-16,Delhi,Coffee,Cold Brew,2,220,440,Card
2025-07-30,Hyderabad,Coffee,Cappuccino,2,180,360,UPI
2025-08-18,Mumbai,Coffee,Espresso,3,120,360,UPI
2025-10-16,Pune,Coffee,Espresso,1,120,120,UPI
2025-12-09,Mumbai,Cold Drinks,Cola,3,90,270,Cash
2025-07-18,Mumbai,Coffee,Latte,2,200,400,Cash
2025-02-08,Bengaluru,Cold Drinks,Smoothie,1,250,250,Card
2025-05-29,Delhi,Snacks,Samosa,3,40,120,UPI
2025-08-28,Delhi,Coffee,Cappuccino,2,180,360,UPI
2025-03-31,Mumbai,Tea,Green Tea,1,100,100,UPI
2025-10-07,Pune,Coffee,Espresso,3,120,360,UPI
2025-01-25,Mumbai,Snacks,Fries,2,120,240,UPI
2025-01-18,Mumbai,Snacks,Fries,1,120,120,UPI
2025-01-04,Mumbai,Coffee,Latte,3,200,600,UPI
2025-04-08,Hyderabad,Snacks,Samosa,2,40,80,UPI
2025-12-31,Delhi,Tea,Green Tea,1,100,100,UPI
2025-08-07,Mumbai,Bakery,Muffin,1,120,120,Cash
2025-10-27,Mumbai,Coffee,Espresso,1,120,120,UPI
2025-12-01,Mumbai,Bakery,Muffin,3,120,360,UPI
2025-04-01,Pune,Coffee,Espresso,2,120,240,UPI
2025-03-04,Pune,Coffee,Cappuccino,3,180,540,UPI
2025-08-08,Hyderabad,Coffee,Cold Brew,2,220,440,Card
2025-03-07,Bengaluru,Tea,Green Tea,3,100,300,UPI
2025-08-26,Delhi,Coffee,Cold Brew,1,220,220,UPI
2025-10-17,Delhi,Bakery,Muffin,3,120,360,Card
2025-12-08,Mumbai,Tea,Green Tea,3,100,300,Card
2025-12-05,Hyderabad,Tea,Masala Chai,1,80,80,Cash
2025-08-14,Mumbai,Tea,Green Tea,3,100,300,UPI
2025-09-23,Pune,Coffee,Cold Brew,1,220,220,UPI
2025-11-10,Hyderabad,Tea,Masala Chai,3,80,240,UPI
2025-08-31,Pune,Coffee,Cappuccino,1,180,180,UPI
2025-09-26,Hyderabad,Tea,Lemon Tea,2,90,180,UPI
2025-07-05,Hyderabad,Snacks,Samosa,1,40,40,UPI
2025-03-16,Pune,Cold Drinks,Iced Tea,3,140,420,UPI
2025-07-21,Delhi,Coffee,Espresso,2,120,240,Card
2025-08-05,Mumbai,Tea,Lemon Tea,2,90,180,UPI
2025-05-19,Bengaluru,Cold Drinks,Iced Tea,1,140,140,Cash
2025-03-05,Pune,Snacks,Samosa,3,40,120,UPI
2025-01-14,Bengaluru,Coffee,Cappuccino,1,180,180,UPI
2025-03-24,Pune,Snacks,Samosa,3,40,120,UPI
2025-04-17,Pune,Cold Drinks,Smoothie,1,250,250,UPI
2025-06-23,Bengaluru,Tea,Lemon Tea,3,90,270,UPI
2025-02-03,Delhi,Coffee,Cold Brew,3,220,660,UPI
2025-08-13,Hyderabad,Coffee,Cappuccino,2,180,360,Card
2025-03-11,Pune,Cold Drinks,Iced Tea,1,140,140,UPI
2025-06-12,Bengaluru,Coffee,Cold Brew,1,220,220,Card
2025-01-08,Bengaluru,Coffee,Cold Brew,3,220,660,Card
2025-01-04,Pune,Coffee,Cold Brew,1,220,220,Card
2025-02-21,Mumbai,Cold Drinks,Cola,1,90,90,UPI
2025-06-04,Delhi,Bakery,Croissant,2,150,300,UPI
2025-01-06,Delhi,Coffee,Latte,1,200,200,UPI
2025-03-03,Delhi,Coffee,Cold Brew,1,220,220,UPI
2025-10-06,Delhi,Coffee,Espresso,3,120,360,Cash
2025-04-08,Bengaluru,Tea,Green Tea,1,100,100,UPI
2025-06-17,Bengaluru,Coffee,Latte,1,200,200,UPI
2025-02-02,Hyderabad,Coffee,Cappuccino,3,180,540,Card
2025-01-04,Mumbai,Bakery,Muffin,3,120,360,UPI
2025-05-25,Delhi,Tea,Green Tea,1,100,100,UPI
2025-06-27,Bengaluru,Bakery,Croissant,1,150,150,UPI
2025-03-20,Pune,Coffee,Cold Brew,1,220,220,Cash
2025-12-27,Delhi,Tea,Masala Chai,1,80,80,Card
2025-05-15,Mumbai,Tea,Masala Chai,2,80,160,UPI
2025-09-12,Pune,Bakery,Cookie,3,60,180,UPI
2025-05-24,Mumbai,Coffee,Espresso,1,120,120,UPI
2025-08-25,Bengaluru,Coffee,Cappuccino,1,180,180,Cash
2025-08-08,Delhi,Cold Drinks,Iced Tea,1,140,140,UPI
2025-05-01,Pune,Coffee,Cappuccino,1,180,180,UPI
2025-08-29,Mumbai,Coffee,Cold Brew,2,220,440,Card
2025-08-03,Bengaluru,Tea,Masala Chai,2,80,160,Card
2025-12-17,Bengaluru,Coffee,Cappuccino,2,180,360,UPI
2025-04-27,Pune,Snacks,Samosa,1,40,40,Card
2025-05-08,Mumbai,Snacks,Fries,1,120,120,UPI
2025-10-03,Bengaluru,Tea,Masala Chai,1,80,80,Cash
2025-01-10,Hyderabad,Tea,Lemon Tea,2,90,180,UPI
2025-01-03,Pune,Bakery,Muffin,2,120,240,UPI
2025-11-08,Bengaluru,Coffee,Latte,2,200,400,UPI
2025-01-21,Pune,Coffee,Espresso,2,120,240,UPI
2025-07-04,Delhi,Bakery,Croissant,1,150,150,Cash
2025-02-03,Bengaluru,Coffee,Latte,3,200,600,UPI
2025-08-15,Pune,Coffee,Cappuccino,1,180,180,Card
2025-11-24,Pune,Snacks,Fries,1,120,120,UPI
2025-05-11,Delhi,Bakery,Cookie,1,60,60,Card
2025-08-11,Hyderabad,Coffee,Cappuccino,1,180,180,UPI
2025-08-14,Pune,Tea,Lemon Tea,2,90,180,Cash
2025-11-15,Mumbai,Snacks,Fries,1,120,120,UPI
2025-10-01,Bengaluru,Bakery,Muffin,2,120,240,Card
2025-11-02,Delhi,Bakery,Cookie,2,60,120,Card
2025-02-11,Hyderabad,Coffee,Cappuccino,2,180,360,Card
2025-02-06,Pune,Coffee,Latte,1,200,200,Card
2025-02-13,Delhi,Snacks,Fries,3,120,360,UPI
2025-03-17,Pune,Tea,Lemon Tea,3,90,270,Cash
2025-02-05,Delhi,Snacks,Fries,2,120,240,UPI
2025-04-27,Hyderabad,Tea,Masala Chai,3,80,240,UPI
2025-11-09,Hyderabad,Cold Drinks,Cola,2,90,180,Cash
2025-05-03,Hyderabad,Cold Drinks,Cola,1,90,90,UPI
2025-09-18,Hyderabad,Coffee,Espresso,3,120,360,UPI
2025-10-10,Hyderabad,Coffee,Latte,2,200,400,Cash
2025-02-09,Pune,Coffee,Cappuccino,2,180,360,UPI
2025-06-13,Mumbai,Tea,Masala Chai,3,80,240,Cash
2025-07-04,Mumbai,Bakery,Croissant,3,150,450,UPI
2025-05-21,Pune,Cold Drinks,Cola,3,90,270,UPI
2025-02-06,Pune,Snacks,Sandwich,1,180,180,Card
2025-03-10,Bengaluru,Bakery,Muffin,3,120,360,Card
2025-01-16,Pune,Coffee,Cappuccino,1,180,180,Card
2025-04-22,Bengaluru,Coffee,Cold Brew,1,220,220,Card
2025-08-20,Delhi,Cold Drinks,Smoothie,3,250,750,Card
2025-02-07,Hyderabad,Snacks,Samosa,1,40,40,UPI
2025-05-16,Hyderabad,Bakery,Muffin,3,120,360,Card
2025-05-02,Mumbai,Coffee,Latte,3,200,600,Card
2025-08-18,Mumbai,Coffee,Cappuccino,1,180,180,UPI
2025-12-19,Mumbai,Coffee,Cappuccino,1,180,180,UPI
2025-10-28,Mumbai,Coffee,Latte,1,200,200,UPI
2025-06-08,Pune,Cold Drinks,Smoothie,2,250,500,UPI
2025-06-10,Mumbai,Bakery,Cookie,2,60,120,Card
2025-11-21,Hyderabad,Bakery,Cookie,3,60,180,UPI
2025-06-29,Mumbai,Coffee,Latte,2,200,400,Card
2025-06-30,Mumbai,Coffee,Cold Brew,2,220,440,UPI
2025-12-04,Bengaluru,Coffee,Espresso,3,120,360,UPI
2025-03-23,Hyderabad,Coffee,Espresso,2,120,240,UPI
2025-04-27,Bengaluru,Cold Drinks,Iced Tea,2,140,280,UPI
2025-02-17,Pune,Cold Drinks,Smoothie,1,250,250,UPI
2025-08-23,Delhi,Coffee,Latte,2,200,400,UPI
2025-07-10,Pune,Coffee,Cold Brew,3,220,660,UPI
2025-10-16,Mumbai,Coffee,Espresso,3,120,360,Card
2025-10-21,Bengaluru,Tea,Green Tea,2,100,200,Card
2025-12-05,Mumbai,Snacks,Sandwich,1,180,180,Card
2025-08-14,Mumbai,Bakery,Croissant,2,150,300,UPI
2025-07-27,Delhi,Bakery,Cookie,1,60,60,UPI
2025-11-02,Pune,Coffee,Espresso,2,120,240,UPI
2025-05-08,Hyderabad,Snacks,Fries,2,120,240,UPI
2025-07-25,Mumbai,Coffee,Cappuccino,1,180,180,UPI
2025-08-07,Mumbai,Snacks,Fries,1,120,120,UPI
2025-02-21,Mumbai,Coffee,Cold Brew,3,220,660,UPI
2025-06-29,Bengaluru,Cold Drinks,Cola,1,90,90,UPI
2025-12-14,Pune,Coffee,Latte,3,200,600,UPI
2025-09-08,Delhi,Coffee,Cold Brew,2,220,440,Cash
2025-06-05,Pune,Coffee,Cold Brew,3,220,660,UPI
2025-03-30,Mumbai,Coffee,Cappuccino,2,180,360,Card
2025-11-23,Hyderabad,Cold Drinks,Cola,2,90,180,UPI
2025-10-19,Bengaluru,Tea,Masala Chai,3,80,240,UPI
2025-02-15,Hyderabad,Snacks,Samosa,3,40,120,Card
2025-03-25,Delhi,Coffee,Cold Brew,3,220,660,UPI
2025-02-13,Hyderabad,Coffee,Latte,3,200,600,UPI
2025-12-27,Hyderabad,Snacks,Fries,1,120,120,Cash
2025-09-24,Hyderabad,Bakery,Muffin,1,120,120,UPI
2025-07-29,Mumbai,Tea,Lemon Tea,2,90,180,Card
2025-03-01,Hyderabad,Coffee,Espresso,2,120,240,Card
2025-03-04,Pune,Coffee,Cold Brew,2,220,440,UPI
2025-07-22,Pune,Coffee,Latte,3,200,600,Card
2025-06-02,Mumbai,Bakery,Croissant,2,150,300,Card
2025-04-14,Delhi,Snacks,Samosa,2,40,80,Card
2025-08-27,Delhi,Coffee,Latte,3,200,600,UPI
2025-12-03,Pune,Snacks,Sandwich,3,180,540,Card
2025-04-17,Hyderabad,Snacks,Sandwich,2,180,360,Card
2025-05-31,Hyderabad,Cold Drinks,Smoothie,2,250,500,Card
2025-04-11,Bengaluru,Coffee,Cold Brew,1,220,220,Card
2025-07-22,Mumbai,Snacks,Samosa,1,40,40,UPI
2025-12-05,Pune,Tea,Lemon Tea,1,90,90,Card
2025-04-21,Mumbai,Snacks,Fries,1,120,120,Cash
2025-09-24,Delhi,Snacks,Sandwich,1,180,180,Cash
2025-05-03,Mumbai,Tea,Masala Chai,2,80,160,Card
2025-06-08,Hyderabad,Bakery,Croissant,1,150,150,UPI
2025-12-27,Hyderabad,Bakery,Muffin,2,120,240,UPI
2025-05-30,Pune,Coffee,Latte,3,200,600,UPI
2025-12-22,Hyderabad,Snacks,Fries,1,120,120,Card
2025-03-30,Mumbai,Coffee,Cappuccino,2,180,360,Card
2025-07-25,Mumbai,Snacks,Sandwich,1,180,180,UPI
2025-02-10,Mumbai,Coffee,Latte,1,200,200,UPI
2025-10-03,Mumbai,Coffee,Cold Brew,3,220,660,UPI
2025-11-03,Hyderabad,Tea,Masala Chai,2,80,160,UPI
2025-08-09,Mumbai,Snacks,Fries,2,120,240,UPI
2025-08-23,Mumbai,Cold Drinks,Iced Tea,3,140,420,Card
2025-09-09,Pune,Coffee,Latte,3,200,600,UPI
2025-11-09,Hyderabad,Coffee,Cold Brew,2,220,440,UPI
2025-03-04,Mumbai,Bakery,Croissant,3,150,450,UPI
2025-08-30,Bengaluru,Coffee,Cold Brew,3,220,660,Cash
2025-11-17,Bengaluru,Coffee,Cappuccino,1,180,180,Cash
2025-04-10,Bengaluru,Coffee,Cold Brew,3,220,660,Cash
2025-07-09,Hyderabad,Coffee,Latte,2,200,400,UPI
2025-07-22,Pune,Cold Drinks,Iced Tea,1,140,140,UPI
2025-07-23,Hyderabad,Tea,Lemon Tea,3,90,270,Cash
2025-11-29,Pune,Cold Drinks,Cola,2,90,180,UPI
2025-10-22,Bengaluru,Coffee,Cold Brew,2,220,440,Card
2025-03-11,Pune,Snacks,Sandwich,1,180,180,UPI
2025-11-14,Bengaluru,Tea,Masala Chai,3,80,240,Card
2025-05-27,Delhi,Coffee,Latte,3,200,600,Cash
2025-11-25,Hyderabad,Coffee,Espresso,2,120,240,Card
2025-09-09,Pune,Coffee,Cold Brew,2,220,440,UPI
2025-03-29,Bengaluru,Coffee,Latte,3,200,600,Card
2025-06-23,Delhi,Tea,Masala Chai,1,80,80,Card
2025-09-16,Delhi,Coffee,Cappuccino,2,180,360,Cash
2025-10-27,Bengaluru,Snacks,Sandwich,1,180,180,UPI
2025-12-21,Pune,Snacks,Samosa,1,40,40,Card
2025-08-01,Hyderabad,Coffee,Espresso,3,120,360,Card
2025-05-11,Mumbai,Tea,Lemon Tea,3,90,270,Card
2025-02-28,Delhi,Bakery,Muffin,1,120,120,UPI
2025-12-18,Bengaluru,Bakery,Croissant,2,150,300,Card
2025-09-17,Pune,Coffee,Cold Brew,2,220,440,UPI
2025-07-13,Delhi,Snacks,Samosa,2,40,80,UPI
2025-08-21,Hyderabad,Coffee,Espresso,2,120,240,UPI
