order_id,order_date,customer_name,city,segment,product_name,category,unit_price,quantity,revenue
412,2024-10-14,Customer 018,Mumbai,Corporate,Printer Paper,Office Supplies,300,1,300
447,2024-10-14,Customer 040,Mumbai,Small Business,Printer Paper,Office Supplies,300,1,300
669,2024-10-14,Customer 025,Bengaluru,Corporate,Laptop,Technology,55000,2,110000
741,2024-10-14,Customer 024,Hyderabad,Small Business,Whiteboard,Office Supplies,2000,2,4000
33,2024-10-16,Customer 016,Hyderabad,Corporate,Notebook,Office Supplies,80,4,320
481,2024-10-16,Customer 017,Delhi,Consumer,Printer Paper,Office Supplies,300,5,1500
773,2024-10-16,Customer 013,Mumbai,Corporate,Pen Set,Office Supplies,150,5,750
299,2024-10-17,Customer 014,Pune,Corporate,Monitor,Technology,12000,4,48000
343,2024-10-18,Customer 003,Mumbai,Consumer,Filing Cabinet,Furniture,9000,5,45000
93,2024-10-19,Customer 020,Hyderabad,Consumer,Bookshelf,Furniture,6000,5,30000
213,2024-10-19,Customer 032,Bengaluru,Consumer,Monitor,Technology,12000,4,48000
583,2024-10-19,Customer 027,Delhi,Small Business,Office Chair,Furniture,8000,2,16000
798,2024-10-19,Customer 017,Delhi,Consumer,Smartphone,Technology,30000,1,30000
95,2024-10-20,Customer 021,Delhi,Corporate,Filing Cabinet,Furniture,9000,4,36000
176,2024-10-20,Customer 004,Bengaluru,Small Business,Stapler,Office Supplies,250,1,250
310,2024-10-20,Customer 006,Pune,Corporate,Laptop,Technology,55000,2,110000
342,2024-10-20,Customer 033,Bengaluru,Corporate,Bookshelf,Furniture,6000,4,24000
615,2024-10-20,Customer 026,Bengaluru,Small Business,Notebook,Office Supplies,80,3,240
735,2024-10-20,Customer 039,Bengaluru,Small Business,Office Chair,Furniture,8000,1,8000
651,2024-10-21,Customer 006,Pune,Corporate,Smartphone,Technology,30000,2,60000
303,2024-10-22,Customer 036,Delhi,Corporate,Laptop,Technology,55000,5,275000
415,2024-10-22,Customer 029,Pune,Consumer,Laptop,Technology,55000,2,110000
496,2024-10-22,Customer 035,Delhi,Consumer,Bookshelf,Furniture,6000,4,24000
517,2024-10-22,Customer 013,Mumbai,Corporate,Monitor,Technology,12000,5,60000
762,2024-10-22,Customer 008,Bengaluru,Consumer,Headphones,Technology,2500,5,12500
410,2024-10-23,Customer 028,Pune,Corporate,Monitor,Technology,12000,4,48000
47,2024-10-24,Customer 035,Delhi,Consumer,Laptop,Technology,55000,3,165000
243,2024-10-24,Customer 032,Bengaluru,Consumer,Office Chair,Furniture,8000,2,16000
690,2024-10-24,Customer 032,Bengaluru,Consumer,Whiteboard,Office Supplies,2000,5,10000
244,2024-10-26,Customer 023,Bengaluru,Small Business,Headphones,Technology,2500,2,5000
611,2024-10-27,Customer 025,Bengaluru,Corporate,Printer Paper,Office Supplies,300,5,1500
101,2024-10-28,Customer 005,Pune,Consumer,Filing Cabinet,Furniture,9000,4,36000
605,2024-10-28,Customer 007,Bengaluru,Consumer,Whiteboard,Office Supplies,2000,1,2000
126,2024-11-01,Customer 006,Pune,Corporate,Printer Paper,Office Supplies,300,4,1200
589,2024-11-02,Customer 034,Delhi,Corporate,Laptop,Technology,55000,1,55000
590,2024-11-02,Customer 001,Bengaluru,Consumer,Bookshelf,Furniture,6000,2,12000
608,2024-11-02,Customer 012,Pune,Corporate,Desk,Furniture,15000,1,15000
132,2024-11-03,Customer 003,Mumbai,Consumer,Notebook,Office Supplies,80,1,80
224,2024-11-03,Customer 022,Pune,Corporate,Printer Paper,Office Supplies,300,5,1500
759,2024-11-03,Customer 032,Bengaluru,Consumer,Filing Cabinet,Furniture,9000,5,45000
331,2024-11-04,Customer 034,Delhi,Corporate,Whiteboard,Office Supplies,2000,2,4000
664,2024-11-04,Customer 011,Pune,Consumer,Pen Set,Office Supplies,150,2,300
647,2024-11-05,Customer 028,Pune,Corporate,Notebook,Office Supplies,80,4,320
703,2024-11-05,Customer 009,Mumbai,Small Business,Headphones,Technology,2500,2,5000
783,2024-11-05,Customer 016,Hyderabad,Corporate,Office Chair,Furniture,8000,3,24000
11,2024-11-06,Customer 028,Pune,Corporate,Stapler,Office Supplies,250,1,250
667,2024-11-06,Customer 012,Pune,Corporate,Printer Paper,Office Supplies,300,4,1200
270,2024-11-07,Customer 039,Bengaluru,Small Business,Laptop,Technology,55000,1,55000
344,2024-11-07,Customer 021,Delhi,Corporate,Stapler,Office Supplies,250,4,1000
536,2024-11-07,Customer 038,Delhi,Small Business,Filing Cabinet,Furniture,9000,1,9000
73,2024-11-08,Customer 007,Bengaluru,Consumer,Desk,Furniture,15000,5,75000
591,2024-11-08,Customer 005,Pune,Consumer,Pen Set,Office Supplies,150,2,300
145,2024-11-09,Customer 040,Mumbai,Small Business,Notebook,Office Supplies,80,5,400
235,2024-11-09,Customer 030,Bengaluru,Consumer,Office Chair,Furniture,8000,1,8000
499,2024-11-09,Customer 031,Mumbai,Corporate,Headphones,Technology,2500,2,5000
316,2024-11-10,Customer 003,Mumbai,Consumer,Headphones,Technology,2500,4,10000
736,2024-11-10,Customer 014,Pune,Corporate,Whiteboard,Office Supplies,2000,5,10000
149,2024-11-13,Customer 022,Pune,Corporate,Laptop,Technology,55000,4,220000
393,2024-11-13,Customer 024,Hyderabad,Small Business,Office Chair,Furniture,8000,1,8000
518,2024-11-13,Customer 028,Pune,Corporate,Whiteboard,Office Supplies,2000,3,6000
66,2024-11-14,Customer 018,Mumbai,Corporate,Laptop,Technology,55000,1,55000
706,2024-11-14,Customer 025,Bengaluru,Corporate,Filing Cabinet,Furniture,9000,1,9000
398,2024-11-15,Customer 031,Mumbai,Corporate,Printer Paper,Office Supplies,300,2,600
293,2024-11-16,Customer 005,Pune,Consumer,Smartphone,Technology,30000,1,30000
436,2024-11-17,Customer 023,Bengaluru,Small Business,Monitor,Technology,12000,5,60000
14,2024-11-18,Customer 018,Mumbai,Corporate,Notebook,Office Supplies,80,3,240
41,2024-11-18,Customer 001,Bengaluru,Consumer,Smartphone,Technology,30000,2,60000
53,2024-11-19,Customer 037,Mumbai,Small Business,Whiteboard,Office Supplies,2000,3,6000
102,2024-11-19,Customer 013,Mumbai,Corporate,Pen Set,Office Supplies,150,4,600
369,2024-11-19,Customer 029,Pune,Consumer,Filing Cabinet,Furniture,9000,3,27000
437,2024-11-19,Customer 012,Pune,Corporate,Notebook,Office Supplies,80,2,160
508,2024-11-19,Customer 015,Bengaluru,Consumer,Whiteboard,Office Supplies,2000,1,2000
140,2024-11-20,Customer 008,Bengaluru,Consumer,Notebook,Office Supplies,80,5,400
204,2024-11-20,Customer 016,Hyderabad,Corporate,Pen Set,Office Supplies,150,2,300
350,2024-11-20,Customer 004,Bengaluru,Small Business,Notebook,Office Supplies,80,3,240
36,2024-11-21,Customer 007,Bengaluru,Consumer,Laptop,Technology,55000,4,220000
98,2024-11-21,Customer 040,Mumbai,Small Business,Desk,Furniture,15000,1,15000
246,2024-11-21,Customer 003,Mumbai,Consumer,Office Chair,Furniture,8000,4,32000
315,2024-11-22,Customer 038,Delhi,Small Business,Filing Cabinet,Furniture,9000,5,45000
546,2024-11-22,Customer 035,Delhi,Consumer,Monitor,Technology,12000,3,36000
652,2024-11-22,Customer 023,Bengaluru,Small Business,Monitor,Technology,12000,5,60000
728,2024-11-22,Customer 010,Pune,Consumer,Smartphone,Technology,30000,5,150000
228,2024-11-23,Customer 007,Bengaluru,Consumer,Filing Cabinet,Furniture,9000,2,18000
354,2024-11-23,Customer 026,Bengaluru,Small Business,Monitor,Technology,12000,5,60000
676,2024-11-23,Customer 020,Hyderabad,Consumer,Stapler,Office Supplies,250,5,1250
745,2024-11-23,Customer 033,Bengaluru,Corporate,Notebook,Office Supplies,80,4,320
254,2024-11-24,Customer 026,Bengaluru,Small Business,Notebook,Office Supplies,80,5,400
366,2024-11-24,Customer 016,Hyderabad,Corporate,Filing Cabinet,Furniture,9000,5,45000
753,2024-11-24,Customer 012,Pune,Corporate,Smartphone,Technology,30000,1,30000
297,2024-11-25,Customer 028,Pune,Corporate,Pen Set,Office Supplies,150,1,150
531,2024-11-25,Customer 039,Bengaluru,Small Business,Notebook,Office Supplies,80,1,80
714,2024-11-25,Customer 004,Bengaluru,Small Business,Laptop,Technology,55000,1,55000
232,2024-11-26,Customer 012,Pune,Corporate,Monitor,Technology,12000,2,24000
322,2024-11-26,Customer 023,Bengaluru,Small Business,Smartphone,Technology,30000,4,120000
356,2024-11-26,Customer 022,Pune,Corporate,Monitor,Technology,12000,5,60000
707,2024-11-26,Customer 006,Pune,Corporate,Bookshelf,Furniture,6000,5,30000
715,2024-11-26,Customer 030,Bengaluru,Consumer,Laptop,Technology,55000,1,55000
207,2024-11-27,Customer 010,Pune,Consumer,Filing Cabinet,Furniture,9000,3,27000
304,2024-11-27,Customer 018,Mumbai,Corporate,Laptop,Technology,55000,2,110000
530,2024-11-27,Customer 014,Pune,Corporate,Notebook,Office Supplies,80,2,160
89,2024-11-28,Customer 008,Bengaluru,Consumer,Pen Set,Office Supplies,150,3,450
167,2024-11-28,Customer 032,Bengaluru,Consumer,Smartphone,Technology,30000,1,30000
119,2024-12-01,Customer 037,Mumbai,Small Business,Bookshelf,Furniture,6000,4,24000
323,2024-12-02,Customer 028,Pune,Corporate,Laptop,Technology,55000,4,220000
279,2024-12-03,Customer 031,Mumbai,Corporate,Filing Cabinet,Furniture,9000,3,27000
355,2024-12-03,Customer 020,Hyderabad,Consumer,Whiteboard,Office Supplies,2000,4,8000
427,2024-12-03,Customer 036,Delhi,Corporate,Whiteboard,Office Supplies,2000,3,6000
542,2024-12-03,Customer 035,Delhi,Consumer,Laptop,Technology,55000,1,55000
620,2024-12-03,Customer 006,Pune,Corporate,Office Chair,Furniture,8000,2,16000
645,2024-12-03,Customer 027,Delhi,Small Business,Printer Paper,Office Supplies,300,4,1200
77,2024-12-04,Customer 025,Bengaluru,Corporate,Laptop,Technology,55000,4,220000
485,2024-12-04,Customer 013,Mumbai,Corporate,Laptop,Technology,55000,4,220000
526,2024-12-04,Customer 019,Bengaluru,Consumer,Desk,Furniture,15000,5,75000
757,2024-12-04,Customer 002,Delhi,Consumer,Desk,Furniture,15000,4,60000
144,2024-12-05,Customer 028,Pune,Corporate,Monitor,Technology,12000,5,60000
388,2024-12-05,Customer 019,Bengaluru,Consumer,Bookshelf,Furniture,6000,1,6000
488,2024-12-05,Customer 034,Delhi,Corporate,Headphones,Technology,2500,5,12500
582,2024-12-05,Customer 002,Delhi,Consumer,Office Chair,Furniture,8000,5,40000
679,2024-12-05,Customer 033,Bengaluru,Corporate,Bookshelf,Furniture,6000,4,24000
725,2024-12-05,Customer 031,Mumbai,Corporate,Smartphone,Technology,30000,2,60000
754,2024-12-05,Customer 001,Bengaluru,Consumer,Monitor,Technology,12000,4,48000
97,2024-12-06,Customer 006,Pune,Corporate,Office Chair,Furniture,8000,5,40000
124,2024-12-06,Customer 030,Bengaluru,Consumer,Monitor,Technology,12000,5,60000
116,2024-12-07,Customer 005,Pune,Consumer,Bookshelf,Furniture,6000,4,24000
576,2024-12-07,Customer 026,Bengaluru,Small Business,Headphones,Technology,2500,5,12500
644,2024-12-07,Customer 029,Pune,Consumer,Notebook,Office Supplies,80,3,240
1,2024-12-08,Customer 011,Pune,Consumer,Filing Cabinet,Furniture,9000,4,36000
216,2024-12-08,Customer 037,Mumbai,Small Business,Bookshelf,Furniture,6000,2,12000
440,2024-12-08,Customer 023,Bengaluru,Small Business,Whiteboard,Office Supplies,2000,3,6000
792,2024-12-08,Customer 023,Bengaluru,Small Business,Bookshelf,Furniture,6000,5,30000
238,2024-12-09,Customer 030,Bengaluru,Consumer,Office Chair,Furniture,8000,2,16000
708,2024-12-09,Customer 024,Hyderabad,Small Business,Filing Cabinet,Furniture,9000,4,36000
60,2024-12-10,Customer 040,Mumbai,Small Business,Notebook,Office Supplies,80,5,400
91,2024-12-10,Customer 036,Delhi,Corporate,Monitor,Technology,12000,2,24000
181,2024-12-10,Customer 030,Bengaluru,Consumer,Smartphone,Technology,30000,2,60000
229,2024-12-10,Customer 002,Delhi,Consumer,Laptop,Technology,55000,3,165000
241,2024-12-10,Customer 002,Delhi,Consumer,Printer Paper,Office Supplies,300,4,1200
260,2024-12-10,Customer 027,Delhi,Small Business,Smartphone,Technology,30000,2,60000
5,2024-12-11,Customer 014,Pune,Corporate,Printer Paper,Office Supplies,300,4,1200
37,2024-12-11,Customer 007,Bengaluru,Consumer,Headphones,Technology,2500,2,5000
64,2024-12-11,Customer 014,Pune,Corporate,Printer Paper,Office Supplies,300,3,900
704,2024-12-11,Customer 016,Hyderabad,Corporate,Notebook,Office Supplies,80,4,320
266,2024-12-12,Customer 014,Pune,Corporate,Filing Cabinet,Furniture,9000,4,36000
780,2024-12-12,Customer 030,Bengaluru,Consumer,Pen Set,Office Supplies,150,1,150
187,2024-12-13,Customer 018,Mumbai,Corporate,Whiteboard,Office Supplies,2000,5,10000
320,2024-12-14,Customer 012,Pune,Corporate,Monitor,Technology,12000,4,48000
407,2024-12-14,Customer 006,Pune,Corporate,Bookshelf,Furniture,6000,5,30000
159,2024-12-15,Customer 018,Mumbai,Corporate,Office Chair,Furniture,8000,3,24000
365,2024-12-15,Customer 003,Mumbai,Consumer,Bookshelf,Furniture,6000,3,18000
423,2024-12-15,Customer 014,Pune,Corporate,Stapler,Office Supplies,250,3,750
515,2024-12-15,Customer 017,Delhi,Consumer,Pen Set,Office Supplies,150,2,300
710,2024-12-15,Customer 023,Bengaluru,Small Business,Smartphone,Technology,30000,5,150000
162,2024-12-16,Customer 018,Mumbai,Corporate,Pen Set,Office Supplies,150,5,750
381,2024-12-16,Customer 029,Pune,Consumer,Stapler,Office Supplies,250,1,250
424,2024-12-16,Customer 013,Mumbai,Corporate,Smartphone,Technology,30000,2,60000
580,2024-12-16,Customer 021,Delhi,Corporate,Headphones,Technology,2500,3,7500
105,2024-12-17,Customer 030,Bengaluru,Consumer,Laptop,Technology,55000,5,275000
131,2024-12-18,Customer 004,Bengaluru,Small Business,Desk,Furniture,15000,2,30000
161,2024-12-18,Customer 012,Pune,Corporate,Headphones,Technology,2500,2,5000
529,2024-12-18,Customer 031,Mumbai,Corporate,Notebook,Office Supplies,80,5,400
588,2024-12-18,Customer 032,Bengaluru,Consumer,Monitor,Technology,12000,5,60000
8,2024-12-19,Customer 028,Pune,Corporate,Stapler,Office Supplies,250,4,1000
656,2024-12-19,Customer 015,Bengaluru,Consumer,Filing Cabinet,Furniture,9000,3,27000
697,2024-12-20,Customer 028,Pune,Corporate,Monitor,Technology,12000,5,60000
772,2024-12-20,Customer 016,Hyderabad,Corporate,Filing Cabinet,Furniture,9000,3,27000
395,2024-12-22,Customer 007,Bengaluru,Consumer,Notebook,Office Supplies,80,5,400
414,2024-12-22,Customer 011,Pune,Consumer,Laptop,Technology,55000,2,110000
494,2024-12-23,Customer 032,Bengaluru,Consumer,Desk,Furniture,15000,4,60000
45,2024-12-24,Customer 036,Delhi,Corporate,Printer Paper,Office Supplies,300,4,1200
264,2024-12-24,Customer 010,Pune,Consumer,Bookshelf,Furniture,6000,1,6000
396,2024-12-25,Customer 022,Pune,Corporate,Monitor,Technology,12000,1,12000
575,2024-12-25,Customer 031,Mumbai,Corporate,Headphones,Technology,2500,5,12500
218,2024-12-26,Customer 025,Bengaluru,Corporate,Bookshelf,Furniture,6000,2,12000
570,2024-12-27,Customer 013,Mumbai,Corporate,Laptop,Technology,55000,3,165000
110,2024-12-28,Customer 031,Mumbai,Corporate,Filing Cabinet,Furniture,9000,3,27000
252,2024-12-28,Customer 022,Pune,Corporate,Notebook,Office Supplies,80,1,80
289,2024-12-28,Customer 014,Pune,Corporate,Bookshelf,Furniture,6000,4,24000
453,2024-12-28,Customer 023,Bengaluru,Small Business,Bookshelf,Furniture,6000,2,12000
